date,fingerprint,transport,users,num_instances,coverage
2022-12-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,73566.01,12.00,12.00
2022-12-19,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2056.92,4.00,4.00
2022-12-20,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,17.14,12.00,12.00
2022-12-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,73522.90,12.00,12.00
2022-12-20,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.21,4.00,2.50
2022-12-20,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2113.88,4.00,4.00
2022-12-21,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,16.75,12.00,12.00
2022-12-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,74201.70,12.00,12.00
2022-12-21,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.00,4.00,2.00
2022-12-21,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,1974.37,4.00,4.00
2022-12-22,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,19.69,12.00,12.00
2022-12-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,74481.85,12.00,12.00
2022-12-22,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.20,4.00,2.50
2022-12-22,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2023.52,4.00,4.00
2022-12-23,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,20.35,12.00,11.29
2022-12-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,71517.23,12.00,11.29
2022-12-23,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.41,4.00,3.00
2022-12-23,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2076.10,4.00,4.00
2022-12-24,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,16.32,12.00,11.00
2022-12-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,69043.27,12.00,11.00
2022-12-24,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.42,4.00,3.00
2022-12-24,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2070.81,4.00,4.00
2022-12-25,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,18.61,12.00,11.00
2022-12-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,69721.87,12.00,11.00
2022-12-25,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.00,4.00,2.01
2022-12-25,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,1988.45,4.00,4.00
2022-12-26,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,17.78,12.00,11.71
2022-12-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,74376.75,12.00,11.71
2022-12-26,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.20,4.00,2.50
2022-12-26,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2130.21,4.00,4.00
2022-12-27,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,19.44,12.00,12.00
2022-12-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,79503.17,12.00,12.00
2022-12-27,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.41,4.00,3.00
2022-12-27,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2188.87,4.00,4.00
2022-12-28,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,21.89,12.00,12.00
2022-12-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,82682.29,12.00,12.00
2022-12-28,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.00,4.00,2.01
2022-12-28,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2285.07,4.00,4.00
2022-12-29,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,23.25,12.00,12.00
2022-12-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,83772.37,12.00,12.00
2022-12-29,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2368.34,4.00,4.00
2022-12-30,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,25.32,12.00,12.00
2022-12-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,86339.80,12.00,12.00
2022-12-30,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.21,4.00,2.50
2022-12-30,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2349.50,4.00,4.00
2022-12-31,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,23.96,12.00,11.29
2022-12-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,82762.01,12.00,11.29
2022-12-31,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.42,4.00,3.00
2022-12-31,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2260.07,4.00,4.00
2023-01-01,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,22.78,12.00,11.00
2023-01-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,80981.40,12.00,11.00
2023-01-01,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.00,4.00,2.01
2023-01-01,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2349.90,4.00,4.00
2023-01-02,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,24.24,12.00,11.71
2023-01-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,88284.36,12.00,11.71
2023-01-02,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2503.95,4.00,4.00
2023-01-03,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,28.76,12.00,12.00
2023-01-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,92738.67,12.00,12.00
2023-01-03,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2718.82,4.00,4.00
2023-01-04,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,26.93,12.00,11.29
2023-01-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,86513.33,12.00,11.29
2023-01-04,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.42,4.00,2.99
2023-01-04,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2708.44,4.00,4.00
2023-01-05,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,24.60,12.00,11.71
2023-01-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,89849.23,12.00,11.71
2023-01-05,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.00,4.00,2.01
2023-01-05,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2750.17,4.00,4.00
2023-01-06,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,24.72,12.00,11.29
2023-01-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,87730.50,12.00,11.29
2023-01-06,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2642.20,4.00,4.00
2023-01-07,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,25.99,12.00,11.71
2023-01-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,89931.27,12.00,11.71
2023-01-07,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2659.90,4.00,4.00
2023-01-08,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,27.97,12.00,12.00
2023-01-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,90933.27,12.00,12.00
2023-01-08,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2584.42,4.00,4.00
2023-01-09,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,27.94,12.00,12.00
2023-01-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,93549.29,12.00,12.00
2023-01-09,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2688.23,4.00,4.00
2023-01-10,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,24.27,12.00,12.00
2023-01-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,92676.43,12.00,12.00
2023-01-10,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.22,4.00,2.50
2023-01-10,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2636.87,4.00,4.00
2023-01-11,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,25.63,12.00,12.00
2023-01-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,93372.64,12.00,12.00
2023-01-11,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.00,4.00,2.00
2023-01-11,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2612.13,4.00,4.00
2023-01-12,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,25.69,12.00,12.00
2023-01-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,94061.09,12.00,12.00
2023-01-12,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.21,4.00,2.50
2023-01-12,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2650.77,4.00,4.00
2023-01-13,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,26.33,12.00,12.00
2023-01-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,96368.08,12.00,12.00
2023-01-13,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.22,4.00,2.50
2023-01-13,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2650.19,4.00,4.00
2023-01-14,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,24.63,12.00,11.29
2023-01-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,90906.55,12.00,11.29
2023-01-14,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.22,4.00,2.50
2023-01-14,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2670.87,4.00,4.00
2023-01-15,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,23.23,12.00,11.71
2023-01-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,94250.81,12.00,11.71
2023-01-15,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.43,4.00,3.00
2023-01-15,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2669.97,4.00,4.00
2023-01-16,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,21.56,12.00,11.29
2023-01-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,84707.21,12.00,11.29
2023-01-16,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.00,4.00,2.01
2023-01-16,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2450.81,4.00,4.00
2023-01-17,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,23.33,12.00,11.71
2023-01-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,79190.16,12.00,11.71
2023-01-17,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.15,4.00,1.74
2023-01-17,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,1324.61,4.00,2.79
2023-01-18,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,18.93,12.00,12.00
2023-01-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,77801.57,12.00,12.00
2023-01-18,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.36,4.00,2.85
2023-01-18,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,1901.24,4.00,4.00
2023-01-19,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,14.69,12.00,12.00
2023-01-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,76520.77,12.00,12.00
2023-01-19,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.28,4.00,2.65
2023-01-19,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,1860.22,4.00,4.00
2023-01-20,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,19.68,12.00,10.58
2023-01-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,70740.47,12.00,10.58
2023-01-20,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.22,4.00,2.50
2023-01-20,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,1913.68,4.00,4.00
2023-01-21,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,20.34,12.00,11.42
2023-01-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,76026.35,12.00,11.42
2023-01-21,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.22,4.00,2.50
2023-01-21,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,1916.28,4.00,4.00
2023-01-22,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,22.29,12.00,12.00
2023-01-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,79414.71,12.00,12.00
2023-01-22,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.23,4.00,2.50
2023-01-22,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,1976.07,4.00,4.00
2023-01-23,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,21.71,12.00,12.00
2023-01-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,79853.57,12.00,12.00
2023-01-23,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.40,4.00,2.85
2023-01-23,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2012.83,4.00,4.00
2023-01-24,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,23.62,12.00,12.00
2023-01-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,84507.74,12.00,12.00
2023-01-24,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.47,4.00,3.00
2023-01-24,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2153.73,4.00,4.00
2023-01-25,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,25.44,12.00,12.00
2023-01-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,88503.30,12.00,12.00
2023-01-25,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.46,4.00,3.00
2023-01-25,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2351.77,4.00,4.00
2023-01-26,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,28.08,12.00,12.00
2023-01-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,88437.53,12.00,12.00
2023-01-26,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.47,4.00,3.00
2023-01-26,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2447.22,4.00,4.00
2023-01-27,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,27.53,12.00,12.00
2023-01-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,90713.34,12.00,12.00
2023-01-27,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.15,4.00,2.31
2023-01-27,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2568.27,4.00,4.00
2023-01-28,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,23.43,12.00,12.00
2023-01-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,92761.23,12.00,12.00
2023-01-28,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2708.79,4.00,4.00
2023-01-29,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,26.50,12.00,12.00
2023-01-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,93740.86,12.00,12.00
2023-01-29,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.17,4.00,2.35
2023-01-29,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2812.81,4.00,4.00
2023-01-30,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,28.19,12.00,12.00
2023-01-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,93332.45,12.00,12.00
2023-01-30,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.25,4.00,2.50
2023-01-30,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2820.06,4.00,4.00
2023-01-31,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,29.47,12.00,12.00
2023-01-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,94696.97,12.00,12.00
2023-01-31,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.60,4.00,3.19
2023-01-31,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2908.07,4.00,4.00
2023-02-01,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,26.13,12.00,12.00
2023-02-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,92317.57,12.00,12.00
2023-02-01,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.40,4.00,2.81
2023-02-01,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2963.78,4.00,4.00
2023-02-02,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,24.46,12.00,12.00
2023-02-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,91225.02,12.00,12.00
2023-02-02,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.41,4.00,2.85
2023-02-02,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2942.61,4.00,4.00
2023-02-03,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,25.43,12.00,12.00
2023-02-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,93127.91,12.00,12.00
2023-02-03,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.66,4.00,3.35
2023-02-03,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3044.62,4.00,4.00
2023-02-04,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,29.04,12.00,12.00
2023-02-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,95300.05,12.00,12.00
2023-02-04,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.57,4.00,3.15
2023-02-04,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3092.67,4.00,4.00
2023-02-05,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,29.24,12.00,12.00
2023-02-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,93041.57,12.00,12.00
2023-02-05,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.49,4.00,3.00
2023-02-05,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3095.94,4.00,4.00
2023-02-06,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,23.55,12.00,12.00
2023-02-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,91222.76,12.00,12.00
2023-02-06,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.33,4.00,2.65
2023-02-06,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3094.75,4.00,4.00
2023-02-07,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,24.70,12.00,12.00
2023-02-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,90222.32,12.00,12.00
2023-02-07,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.08,4.00,2.15
2023-02-07,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3088.54,4.00,4.00
2023-02-08,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,21.75,12.00,12.00
2023-02-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,87319.76,12.00,12.00
2023-02-08,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.34,4.00,2.69
2023-02-08,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3038.99,4.00,4.00
2023-02-09,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,21.36,12.00,12.00
2023-02-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,83109.43,12.00,12.00
2023-02-09,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.49,4.00,3.00
2023-02-09,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3006.84,4.00,4.00
2023-02-10,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,22.14,12.00,12.00
2023-02-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,84079.45,12.00,12.00
2023-02-10,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.32,4.00,2.65
2023-02-10,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3060.22,4.00,4.00
2023-02-11,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,24.87,12.00,12.00
2023-02-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,84454.42,12.00,12.00
2023-02-11,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.42,4.00,2.85
2023-02-11,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3065.49,4.00,4.00
2023-02-12,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,24.18,12.00,12.00
2023-02-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,83834.08,12.00,12.00
2023-02-12,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.67,4.00,3.35
2023-02-12,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3052.81,4.00,4.00
2023-02-13,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,21.68,12.00,12.00
2023-02-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,82202.58,12.00,12.00
2023-02-13,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.74,4.00,3.50
2023-02-13,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2996.99,4.00,4.00
2023-02-14,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,22.82,12.00,12.00
2023-02-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,81426.32,12.00,12.00
2023-02-14,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.57,4.00,3.15
2023-02-14,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,2981.89,4.00,4.00
2023-02-15,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,20.19,12.00,12.00
2023-02-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,81141.19,12.00,12.00
2023-02-15,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.32,4.00,2.65
2023-02-15,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3010.45,4.00,4.00
2023-02-16,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,5.48,12.00,3.51
2023-02-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,23673.52,12.00,3.51
2023-02-16,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.07,4.49,1.24
2023-02-16,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,1187.76,4.49,2.18
2023-02-17,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,5.32,12.00,10.44
2023-02-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,69609.97,12.00,10.44
2023-02-17,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3221.05,12.00,12.00
2023-02-18,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,8.98,12.00,12.00
2023-02-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,81550.59,12.00,12.00
2023-02-18,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.02,12.00,6.06
2023-02-18,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3283.94,12.00,12.00
2023-02-19,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,10.45,12.00,12.00
2023-02-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,80964.94,12.00,12.00
2023-02-19,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.17,12.00,6.50
2023-02-19,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3341.63,12.00,12.00
2023-02-20,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,9.13,12.00,12.00
2023-02-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,79040.22,12.00,12.00
2023-02-20,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.15,12.00,6.44
2023-02-20,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3407.18,12.00,12.00
2023-02-21,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,9.83,12.00,12.00
2023-02-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,76365.20,12.00,12.00
2023-02-21,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.02,12.00,6.06
2023-02-21,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3353.74,12.00,12.00
2023-02-22,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,7.91,12.00,12.00
2023-02-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,72064.08,12.00,12.00
2023-02-22,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.18,12.00,6.50
2023-02-22,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3355.54,12.00,12.00
2023-02-23,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,6.52,12.00,11.13
2023-02-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,66323.93,12.00,11.13
2023-02-23,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.18,12.00,6.50
2023-02-23,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3408.18,12.00,12.00
2023-02-24,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,8.15,12.00,11.87
2023-02-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,70774.03,12.00,11.87
2023-02-24,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,0.18,12.00,6.50
2023-02-24,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3444.26,12.00,12.00
2023-02-25,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,8.29,12.00,12.00
2023-02-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,70068.56,12.00,12.00
2023-02-25,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,6.64,12.00,6.48
2023-02-25,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,snowflake,3505.91,12.00,12.00
2023-02-26,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,9.63,12.00,12.00
2023-02-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,70589.69,12.00,12.00
2023-02-26,91DA221A149007D0FD9E5515F5786C3DD07E4BB0,<OR>,102.17,12.00,6.56
